NO,XCOORD,YCOORD,lrt,crt,fry,lbus,ebus,opensqft,park_count
1286,-86.6070023,36.2126007,0,0,0,1,0,0,0
1287,-86.7595978,36.2277985,0,0,0,1,0,0,0
1288,-86.7601013,36.2260017,0,0,0,1,0,0,0
1289,-86.7609024,36.2238998,0,0,0,1,0,0,0
1290,-86.7617035,36.2215004,0,0,0,1,0,0,0
1291,-86.7623978,36.2196007,0,0,0,1,0,0,0
1292,-86.7631989,36.2173996,0,0,0,1,0,0,0
1293,-86.7639008,36.2153015,0,0,0,1,0,0,0
1294,-86.7642975,36.2142982,0,0,0,1,0,0,0
1295,-86.764801,36.2127991,0,0,0,1,0,0,0
1296,-86.7651978,36.2117004,0,0,0,1,0,0,0
1297,-86.7673035,36.2084007,0,0,0,1,0,0,0
1298,-86.7685013,36.2060013,0,0,0,1,0,0,0
1299,-86.597702,36.2144012,0,0,0,1,0,0,0
1300,-86.7697983,36.2005005,0,0,0,1,0,0,0
1301,-86.7707977,36.1983986,0,0,0,1,0,0,0
1302,-86.7717972,36.1964989,0,0,0,1,0,0,0
1303,-86.7723999,36.1941986,0,0,0,1,0,0,0
1304,-86.7726974,36.1920013,0,0,0,1,0,0,0
1305,-86.7729034,36.1904984,0,0,0,1,0,0,0
1306,-86.7731018,36.1888008,0,0,0,1,0,0,0
1307,-86.6074982,36.2014008,0,0,0,1,0,0,0
1308,-86.6075974,36.1882019,0,0,0,1,0,0,0
1309,-86.7734985,36.1859016,0,0,0,1,0,0,0
1310,-86.7738037,36.1838989,0,0,0,1,0,0,0
1311,-86.7739029,36.1823006,0,0,0,1,0,0,0
1312,-86.7743988,36.1786995,0,0,0,1,0,0,0
1313,-86.7745972,36.1763992,0,0,0,1,0,0,0
1314,-86.773201,36.1525002,0,0,0,1,0,0,0
1315,-86.7739029,36.1727982,0,0,0,1,0,0,0
1316,-86.7774963,36.1661987,0,0,0,1,0,0,0
1317,-86.7789993,36.1661987,0,0,0,1,0,0,0
1318,-86.7185974,36.0792007,0,0,0,1,0,0,0
1319,-86.7166977,36.0796013,0,0,0,1,0,0,0
1320,-86.7145004,36.0794983,0,0,0,1,0,0,0
1321,-86.7115021,36.0792999,0,0,0,1,0,0,0
1322,-86.7092972,36.0792007,0,0,0,1,0,0,0
1323,-86.7078018,36.0789986,0,0,0,1,0,0,0
1324,-86.7050018,36.0791016,0,0,0,1,0,0,0
1325,-86.702301,36.0814018,0,0,0,1,0,0,0
1326,-86.7058029,36.0839996,0,0,0,1,0,0,0
1327,-86.7104034,36.0826988,0,0,0,1,0,0,0
1328,-86.7148972,36.0812988,0,0,0,1,0,0,0
1329,-86.7818985,36.1659012,0,0,0,1,0,0,0
1330,-86.7176971,36.0803986,0,0,0,1,0,0,0
1331,-86.7229004,36.0803986,0,0,0,1,0,0,0
1332,-86.7260971,36.0797005,0,0,0,1,0,0,0
1333,-86.7269974,36.0819016,0,0,0,1,0,0,0
1334,-86.7275009,36.0833015,0,0,0,1,0,0,0
1335,-86.7278976,36.084301,0,0,0,1,0,0,0
1336,-86.7293015,36.0861015,0,0,0,1,0,0,0
1337,-86.7303009,36.0870018,0,0,0,1,0,0,0
1338,-86.7313995,36.0880013,0,0,0,1,0,0,0
1339,-86.7332993,36.0896988,0,0,0,1,0,0,0
1340,-86.7822037,36.1682014,0,0,0,1,0,0,0
1341,-86.7350998,36.0914993,0,0,0,1,0,0,0
1342,-86.7365036,36.0937996,0,0,0,1,0,0,0
1343,-86.7373962,36.0956001,0,0,0,1,0,0,0
1344,-86.7378006,36.0964012,0,0,0,1,0,0,0
1345,-86.7386017,36.0979004,0,0,0,1,0,0,0
1346,-86.7393036,36.0993004,0,0,0,1,0,0,0
1347,-86.7396011,36.0998001,0,0,0,1,0,0,0
1348,-86.740799,36.1022987,0,0,0,1,0,0,0
1349,-86.7416,36.1038017,0,0,0,1,0,0,0
1350,-86.7422028,36.1049004,0,0,0,1,0,0,0
1351,-86.7427979,36.1063004,0,0,0,1,0,0,0
1352,-86.7445984,36.1096992,0,0,0,1,0,0,0
1353,-86.7809982,36.1645012,0,0,0,1,0,0,0
1354,-86.7453995,36.1113014,0,0,0,1,0,0,0
1355,-86.7470016,36.114399,0,0,0,1,0,0,0
1356,-86.7474976,36.1153984,0,0,0,1,0,0,0
1357,-86.7480011,36.1164017,0,0,0,1,0,0,0
1358,-86.748703,36.118,0,0,0,1,0,0,0
1359,-86.7491989,36.1188011,0,0,0,1,0,0,0
1360,-86.75,36.1203995,0,0,0,1,0,0,0
1361,-86.7525024,36.1255989,0,0,0,1,0,0,0
1362,-86.7529984,36.1265984,0,0,0,1,0,0,0
1363,-86.7537003,36.1278992,0,0,0,1,0,0,0
1364,-86.7548981,36.1300011,0,0,0,1,0,0,0
1365,-86.7557983,36.1309013,0,0,0,1,0,0,0
1366,-86.7563019,36.1313019,0,0,0,1,0,0,0
1367,-86.7586975,36.1335983,0,0,0,1,0,0,0
1368,-86.7598038,36.1352997,0,0,0,1,0,0,0
1369,-86.760498,36.1362,0,0,0,1,0,0,0
1370,-86.7610016,36.1390991,0,0,0,1,0,0,0
1371,-86.7621002,36.1417999,0,0,0,1,0,0,0
1372,-86.7645035,36.1455002,0,0,0,1,0,0,0
1373,-86.7791977,36.1617012,0,0,0,1,0,0,0
1374,-86.7655029,36.1469994,0,0,0,1,0,0,0
1375,-86.7664032,36.1483994,0,0,0,1,0,0,0
1376,-86.7693024,36.1528015,0,0,0,1,0,0,0
1377,-86.7698975,36.153801,0,0,0,1,0,0,0
1378,-86.7703018,36.1543999,0,0,0,1,0,0,0
1379,-86.7710037,36.1553993,0,0,0,1,0,0,0
1380,-86.771698,36.1563988,0,0,0,1,0,0,0
1381,-86.7725983,36.1580009,0,0,0,1,0,0,0
1382,-86.7771988,36.1585999,0,0,0,1,0,0,0
1383,-86.7738037,36.1598015,0,0,0,1,0,0,0
1384,-86.7753983,36.1617012,0,0,0,1,0,0,0
1385,-86.776001,36.1615982,0,0,0,1,0,0,0
1386,-86.7751999,36.1556015,0,0,0,1,0,0,0
1387,-86.7777023,36.1641006,0,0,0,1,0,0,0
1388,-86.7789993,36.1661987,0,0,0,1,0,0,0
1389,-86.7804031,36.1659012,0,0,0,1,0,0,0
1390,-86.7809982,36.1646004,0,0,0,1,0,0,0
1391,-86.7817993,36.1641998,0,0,0,1,0,0,0
1392,-86.7741013,36.153801,0,0,0,1,0,0,0
1393,-86.7833023,36.1635017,0,0,0,1,0,0,0
1394,-86.7814026,36.160099,0,0,0,1,0,0,0
1395,-86.7698975,36.153801,0,0,0,1,0,0,0
1396,-86.7817993,36.1585007,0,0,0,1,0,0,0
1397,-86.781601,36.1581001,0,0,0,1,0,0,0
1398,-86.7855988,36.1537018,0,0,0,1,0,0,0
1399,-86.7851028,36.1486015,0,0,0,1,0,0,0
1400,-86.7856979,36.1475983,0,0,0,1,0,0,0
1401,-86.7862015,36.1455994,0,0,0,1,0,0,0
1402,-86.786499,36.1445007,0,0,0,1,0,0,0
1403,-86.7869034,36.1430016,0,0,0,1,0,0,0
1404,-86.7874985,36.1399994,0,0,0,1,0,0,0
1405,-86.7873001,36.1413002,0,0,0,1,0,0,0
1406,-86.7878036,36.138401,0,0,0,1,0,0,0
1407,-86.7883987,36.1367989,0,0,0,1,0,0,0
1408,-86.7889023,36.1351013,0,0,0,1,0,0,0
1409,-86.7888031,36.1339989,0,0,0,1,0,0,0
1410,-86.7855988,36.1334991,0,0,0,1,0,0,0
1411,-86.7857971,36.1306,0,0,0,1,0,0,0
1412,-86.7860031,36.1292992,0,0,0,1,0,0,0
1413,-86.7862015,36.1268997,0,0,0,1,0,0,0
1414,-86.7863007,36.1257019,0,0,0,1,0,0,0
1415,-86.7863007,36.1246986,0,0,0,1,0,0,0
1416,-86.7863998,36.1236,0,0,0,1,0,0,0
1417,-86.786499,36.1225014,0,0,0,1,0,0,0
1418,-86.7865982,36.1214981,0,0,0,1,0,0,0
1419,-86.7872009,36.1198997,0,0,0,1,0,0,0
1420,-86.7870026,36.1169014,0,0,0,1,0,0,0
1421,-86.7872009,36.1178017,0,0,0,1,0,0,0
1422,-86.7866974,36.1148987,0,0,0,1,0,0,0
1423,-86.7866974,36.1137009,0,0,0,1,0,0,0
1424,-86.7872009,36.1120987,0,0,0,1,0,0,0
1425,-86.7857971,36.1106987,0,0,0,1,0,0,0
1426,-86.7837982,36.1105003,0,0,0,1,0,0,0
1427,-86.7811966,36.1100998,0,0,0,1,0,0,0
1428,-86.7794037,36.1099014,0,0,0,1,0,0,0
1429,-86.7779007,36.1100006,0,0,0,1,0,0,0
1430,-86.776001,36.1100998,0,0,0,1,0,0,0
1431,-86.7665024,36.1096992,0,0,0,1,0,0,0
1432,-86.7693024,36.1528015,0,0,0,1,0,0,0
1433,-86.7658005,36.1083984,0,0,0,1,0,0,0
1434,-86.7284012,36.1903992,0,0,0,1,0,0,0
1435,-86.7276993,36.1916008,0,0,0,1,0,0,0
1436,-86.7266998,36.1930008,0,0,0,1,0,0,0
1437,-86.7257004,36.1943016,0,0,0,1,0,0,0
1438,-86.6072998,36.1887016,0,0,0,1,0,0,0
1439,-86.6065979,36.2039986,0,0,0,1,0,0,0
1440,-86.7233963,36.1954994,0,0,0,1,0,0,0
1441,-86.7231979,36.1976013,0,0,0,1,0,0,0
1442,-86.7229996,36.1986008,0,0,0,1,0,0,0
1443,-86.7228012,36.2005005,0,0,0,1,0,0,0
1444,-86.722702,36.2015991,0,0,0,1,0,0,0
1445,-86.7203979,36.2015991,0,0,0,1,0,0,0
1446,-86.717598,36.2014008,0,0,0,1,0,0,0
1447,-86.7167969,36.2013016,0,0,0,1,0,0,0
1448,-86.7164993,36.2004013,0,0,0,1,0,0,0
1449,-86.7169037,36.1991997,0,0,0,1,0,0,0
1450,-86.7172012,36.1971016,0,0,0,1,0,0,0
1451,-86.7172012,36.1963005,0,0,0,1,0,0,0
1452,-86.7160034,36.1959,0,0,0,1,0,0,0
1453,-86.714798,36.1958008,0,0,0,1,0,0,0
1454,-86.713501,36.1957016,0,0,0,1,0,0,0
1455,-86.711998,36.1955986,0,0,0,1,0,0,0
1456,-86.7104034,36.1955986,0,0,0,1,0,0,0
1457,-86.7088013,36.1954994,0,0,0,1,0,0,0
1458,-86.7088013,36.1926003,0,0,0,1,0,0,0
1459,-86.710701,36.1924019,0,0,0,1,0,0,0
1460,-86.7123032,36.1925011,0,0,0,1,0,0,0
1461,-86.7136002,36.1929016,0,0,0,1,0,0,0
1462,-86.7149963,36.1931,0,0,0,1,0,0,0
1463,-86.716301,36.1931992,0,0,0,1,0,0,0
1464,-86.7170029,36.1932983,0,0,0,1,0,0,0
1465,-86.7173004,36.1922989,0,0,0,1,0,0,0
1466,-86.7174988,36.1912994,0,0,0,1,0,0,0
1467,-86.717598,36.1903992,0,0,0,1,0,0,0
1468,-86.7176971,36.1894989,0,0,0,1,0,0,0
1469,-86.7177963,36.1884995,0,0,0,1,0,0,0
1470,-86.7181015,36.1867981,0,0,0,1,0,0,0
1471,-86.7223969,36.1866989,0,0,0,1,0,0,0
1472,-86.7201004,36.1865005,0,0,0,1,0,0,0
1473,-86.7241974,36.1867981,0,0,0,1,0,0,0
1474,-86.7257004,36.1870003,0,0,0,1,0,0,0
1475,-86.7269974,36.1819,0,0,0,1,0,0,0
1476,-86.7286987,36.1819992,0,0,0,1,0,0,0
1477,-86.7304993,36.1822014,0,0,0,1,0,0,0
1478,-86.7331009,36.1823997,0,0,0,1,0,0,0
1479,-86.7343979,36.1824989,0,0,0,1,0,0,0
1480,-86.7377014,36.1828003,0,0,0,1,0,0,0
1481,-86.7389984,36.1828995,0,0,0,1,0,0,0
1482,-86.7451019,36.1814003,0,0,0,1,0,0,0
1483,-86.7450027,36.1822014,0,0,0,1,0,0,0
1484,-86.7452011,36.1810989,0,0,0,1,0,0,0
1485,-86.7453995,36.1791992,0,0,0,1,0,0,0
1486,-86.7453003,36.1801987,0,0,0,1,0,0,0
1487,-86.5983963,36.2150993,0,0,0,1,0,0,0
1488,-86.7457962,36.1772003,0,0,0,1,0,0,0
1489,-86.7482986,36.1710014,0,0,0,1,0,0,0
1490,-86.7506027,36.1711998,0,0,0,1,0,0,0
1491,-86.7518005,36.1713982,0,0,0,1,0,0,0
1492,-86.6112976,36.2080994,0,0,0,1,0,0,0
1493,-86.7545013,36.1706009,0,0,0,1,0,0,0
1494,-86.7561035,36.1699982,0,0,0,1,0,0,0
1495,-86.7576981,36.1693993,0,0,0,1,0,0,0
1496,-86.759903,36.168499,0,0,0,1,0,0,0
1497,-86.7618027,36.1678009,0,0,0,1,0,0,0
1498,-86.7633972,36.1697006,0,0,0,1,0,0,0
1499,-86.6147003,36.2044983,0,0,0,1,0,0,0
1500,-86.7640991,36.1707993,0,0,0,1,0,0,0
1501,-86.7665024,36.1711998,0,0,0,1,0,0,0
1502,-86.7684021,36.1705017,0,0,0,1,0,0,0
1503,-86.771698,36.1693001,0,0,0,1,0,0,0
1504,-86.7774963,36.1661987,0,0,0,1,0,0,0
1505,-86.7789993,36.1661987,0,0,0,1,0,0,0
1506,-86.7790985,36.1664009,0,0,0,1,0,0,0
1507,-86.7774963,36.1661987,0,0,0,1,0,0,0
1508,-86.7729034,36.1688004,0,0,0,1,0,0,0
1509,-86.7721024,36.1691017,0,0,0,1,0,0,0
1510,-86.7705994,36.1697006,0,0,0,1,0,0,0
1511,-86.7686005,36.1703987,0,0,0,1,0,0,0
1512,-86.7649994,36.1716995,0,0,0,1,0,0,0
1513,-86.7641983,36.1708984,0,0,0,1,0,0,0
1514,-86.7634964,36.1697998,0,0,0,1,0,0,0
1515,-86.7615967,36.1679001,0,0,0,1,0,0,0
1516,-86.759903,36.168499,0,0,0,1,0,0,0
1517,-86.7580032,36.1692009,0,0,0,1,0,0,0
1518,-86.7563019,36.169899,0,0,0,1,0,0,0
1519,-86.7536011,36.1708984,0,0,0,1,0,0,0
1520,-86.7509003,36.171299,0,0,0,1,0,0,0
1521,-86.7496033,36.1711006,0,0,0,1,0,0,0
1522,-86.7482986,36.1710014,0,0,0,1,0,0,0
1523,-86.7469025,36.1708984,0,0,0,1,0,0,0
1524,-86.6186981,36.2001991,0,0,0,1,0,0,0
1525,-86.745697,36.1778984,0,0,0,1,0,0,0
1526,-86.7408981,36.1831017,0,0,0,1,0,0,0
1527,-86.7386017,36.1828995,0,0,0,1,0,0,0
1528,-86.7358017,36.1827011,0,0,0,1,0,0,0
1529,-86.7342987,36.1824989,0,0,0,1,0,0,0
1530,-86.7325974,36.1834984,0,0,0,1,0,0,0
1531,-86.7314987,36.1848984,0,0,0,1,0,0,0
1532,-86.7304001,36.1864014,0,0,0,1,0,0,0
1533,-86.7296982,36.1874008,0,0,0,1,0,0,0
1534,-86.7294998,36.1882019,0,0,0,1,0,0,0
1535,-86.7289963,36.1890984,0,0,0,1,0,0,0
1536,-86.7284012,36.1903992,0,0,0,1,0,0,0
1537,-86.7276993,36.1916008,0,0,0,1,0,0,0
1538,-86.7266998,36.1930008,0,0,0,1,0,0,0
1539,-86.7257004,36.1943016,0,0,0,1,0,0,0
1540,-86.6203003,36.1982994,0,0,0,1,0,0,0
1541,-86.7236023,36.1954002,0,0,0,1,0,0,0
1542,-86.6894989,36.2639999,0,0,0,1,0,0,0
1543,-86.7231979,36.1976013,0,0,0,1,0,0,0
1544,-86.7229996,36.1986008,0,0,0,1,0,0,0
1545,-86.7228012,36.2005005,0,0,0,1,0,0,0
1546,-86.722702,36.2015991,0,0,0,1,0,0,0
1547,-86.7203979,36.2015991,0,0,0,1,0,0,0
1548,-86.717598,36.2014008,0,0,0,1,0,0,0
1549,-86.7167969,36.2013016,0,0,0,1,0,0,0
1550,-86.7164993,36.2004013,0,0,0,1,0,0,0
1551,-86.7169037,36.1991997,0,0,0,1,0,0,0
1552,-86.7172012,36.1971016,0,0,0,1,0,0,0
1553,-86.7172012,36.1963005,0,0,0,1,0,0,0
1554,-86.7160034,36.1959,0,0,0,1,0,0,0
1555,-86.714798,36.1958008,0,0,0,1,0,0,0
1556,-86.713501,36.1957016,0,0,0,1,0,0,0
1557,-86.711998,36.1955986,0,0,0,1,0,0,0
1558,-86.7104034,36.1955986,0,0,0,1,0,0,0
1559,-86.7088013,36.1954994,0,0,0,1,0,0,0
1560,-86.7088013,36.1926003,0,0,0,1,0,0,0
1561,-86.710701,36.1924019,0,0,0,1,0,0,0
1562,-86.7123032,36.1925011,0,0,0,1,0,0,0
1563,-86.7136002,36.1929016,0,0,0,1,0,0,0
1564,-86.7149963,36.1931,0,0,0,1,0,0,0
1565,-86.716301,36.1931992,0,0,0,1,0,0,0
1566,-86.7170029,36.1932983,0,0,0,1,0,0,0
1567,-86.7173004,36.1922989,0,0,0,1,0,0,0
1568,-86.7174988,36.1912994,0,0,0,1,0,0,0
1569,-86.717598,36.1903992,0,0,0,1,0,0,0
1570,-86.7176971,36.1894989,0,0,0,1,0,0,0
1571,-86.7177963,36.1884995,0,0,0,1,0,0,0
1572,-86.7181015,36.1867981,0,0,0,1,0,0,0
1573,-86.7762985,36.0424004,0,0,0,0,1,0,0
1574,-86.7735977,36.0407982,0,0,0,0,1,0,0
1575,-86.7712021,36.0405998,0,0,0,0,1,0,0
1576,-86.7686005,36.0402985,0,0,0,0,1,0,0
1577,-86.7830963,36.1652985,0,0,0,0,1,0,0
1578,-86.7594986,36.0396996,0,0,0,0,1,0,0
1579,-86.7573013,36.2513008,0,0,0,1,0,0,0
1580,-86.757103,36.2496986,0,0,0,1,0,0,0
1581,-86.7524033,36.0401993,0,0,0,0,1,0,0
1582,-86.7492981,36.0415993,0,0,0,0,1,0,0
1583,-86.748703,36.0416985,0,0,0,0,1,0,0
1584,-86.7435989,36.0400009,0,0,0,0,1,0,0
1585,-86.7572021,36.2328987,0,0,0,1,0,0,0
1586,-86.743103,36.0522003,0,0,0,0,1,0,0
1587,-86.7426987,36.0549011,0,0,0,0,1,0,0
1588,-86.739502,36.0539017,0,0,0,0,1,0,0
1589,-86.7360992,36.0536995,0,0,0,0,1,0,0
1590,-86.7338028,36.0551987,0,0,0,0,1,0,0
1591,-86.7320023,36.0550995,0,0,0,0,1,0,0
1592,-86.7301025,36.0550003,0,0,0,0,1,0,0
1593,-86.7273026,36.0546989,0,0,0,0,1,0,0
1594,-86.7254028,36.0545998,0,0,0,0,1,0,0
1595,-86.7241974,36.0514984,0,0,0,0,1,0,0
1596,-86.7242966,36.0500984,0,0,0,0,1,0,0
1597,-86.7578964,36.2330017,0,0,0,1,0,0,0
1598,-86.7249985,36.0466995,0,0,0,0,1,0,0
1599,-86.7251968,36.0460014,0,0,0,0,1,0,0
1600,-86.7198029,36.0456009,0,0,0,0,1,0,0
1601,-86.7170029,36.0453987,0,0,0,0,1,0,0
1602,-86.716301,36.0486984,0,0,0,0,1,0,0
1603,-86.7092972,36.0519981,0,0,0,0,1,0,0
1604,-86.7080002,36.0523987,0,0,0,0,1,0,0
1605,-86.706398,36.0522995,0,0,0,0,1,0,0
1606,-86.7509003,36.2321014,0,0,0,1,0,0,0
1607,-86.7049026,36.0517998,0,0,0,0,1,0,0
1608,-86.7040024,36.0516014,0,0,0,0,1,0,0
1609,-86.7027969,36.0514984,0,0,0,0,1,0,0
1610,-86.6983032,36.0509987,0,0,0,0,1,0,0
1611,-86.6976013,36.0516014,0,0,0,0,1,0,0
1612,-86.6969986,36.0528984,0,0,0,0,1,0,0
1613,-86.6996994,36.0536003,0,0,0,0,1,0,0
1614,-86.7005005,36.0542984,0,0,0,0,1,0,0
1615,-86.7001038,36.0559998,0,0,0,0,1,0,0
1616,-86.7001038,36.0564995,0,0,0,0,1,0,0
1617,-86.6990967,36.0582008,0,0,0,0,1,0,0
1618,-86.7528,36.2322998,0,0,0,1,0,0,0
1619,-86.6984024,36.0592995,0,0,0,0,1,0,0
1620,-86.7690964,36.1713982,0,0,0,1,0,0,0
1621,-86.6933975,36.0575981,0,0,0,0,1,0,0
1622,-86.6909027,36.0575981,0,0,0,0,1,0,0
1623,-86.689003,36.0572014,0,0,0,0,1,0,0
1624,-86.6877975,36.0565987,0,0,0,0,1,0,0
1625,-86.6865997,36.0559998,0,0,0,0,1,0,0
1626,-86.6856003,36.0559998,0,0,0,0,1,0,0
1627,-86.6829987,36.0564995,0,0,0,0,1,0,0
1628,-86.6816025,36.0564995,0,0,0,0,1,0,0
1629,-86.6802979,36.0564995,0,0,0,0,1,0,0
1630,-86.6791992,36.0570984,0,0,0,0,1,0,0
1631,-86.6810989,36.0605011,0,0,0,0,1,0,0
1632,-86.6824036,36.0619011,0,0,0,0,1,0,0
1633,-86.6836014,36.0629997,0,0,0,0,1,0,0
1634,-86.6843033,36.0637016,0,0,0,0,1,0,0
1635,-86.6857986,36.0649986,0,0,0,0,1,0,0
1636,-86.6934967,36.0679016,0,0,0,0,1,0,0
1637,-86.6939011,36.0695,0,0,0,0,1,0,0
1638,-86.7545013,36.1537018,0,0,0,0,1,0,0
1639,-86.7639999,36.1549988,0,0,0,0,1,0,0
1640,-86.7686005,36.156601,0,0,0,0,1,0,0
1641,-86.770401,36.157299,0,0,0,0,1,0,0
1642,-86.7806015,36.1664009,0,0,0,1,0,0,0
1643,-86.7718964,36.1581993,0,0,0,0,1,0,0
1644,-86.7726974,36.1581993,0,0,0,0,1,0,0
1645,-86.7738037,36.1598015,0,0,0,0,1,0,0
1646,-86.7753983,36.1617012,0,0,0,0,1,0,0
1647,-86.776001,36.1615982,0,0,0,0,1,0,0
1648,-86.7806015,36.1664009,0,0,0,1,0,0,0
1649,-86.7777023,36.1641006,0,0,0,0,1,0,0
1650,-86.7789993,36.1661987,0,0,0,0,1,0,0
1651,-86.7804031,36.1659012,0,0,0,1,0,0,0
1652,-86.7689972,36.1715012,0,0,0,1,0,0,0
1653,-86.7530975,36.232399,0,0,0,1,0,0,0
1654,-86.7789001,36.1636009,0,0,0,1,0,0,0
1655,-86.7785034,36.1629982,0,0,0,1,0,0,0
1656,-86.7582016,36.2355003,0,0,0,1,0,0,0
1657,-86.7771988,36.1610985,0,0,0,1,0,0,0
1658,-86.7766037,36.160099,0,0,0,1,0,0,0
1659,-86.776001,36.1591988,0,0,0,1,0,0,0
1660,-86.7753983,36.1582985,0,0,0,1,0,0,0
1661,-86.7745972,36.1570015,0,0,0,1,0,0,0
1662,-86.7740021,36.1562004,0,0,0,1,0,0,0
1663,-86.7731018,36.1548004,0,0,0,1,0,0,0
1664,-86.7722015,36.1534004,0,0,0,1,0,0,0
1665,-86.7715988,36.1525002,0,0,0,1,0,0,0
1666,-86.7693024,36.1489983,0,0,0,1,0,0,0
1667,-86.7685013,36.1478004,0,0,0,1,0,0,0
1668,-86.7677002,36.1465988,0,0,0,1,0,0,0
1669,-86.7670975,36.1455994,0,0,0,1,0,0,0
1670,-86.7651978,36.1427002,0,0,0,1,0,0,0
1671,-86.7645035,36.1417007,0,0,0,1,0,0,0
1672,-86.7637024,36.1404991,0,0,0,1,0,0,0
1673,-86.7624969,36.1389008,0,0,0,1,0,0,0
1674,-86.7613983,36.1374016,0,0,0,1,0,0,0
1675,-86.7608032,36.1366997,0,0,0,1,0,0,0
1676,-86.7602005,36.1357994,0,0,0,1,0,0,0
1677,-86.759697,36.1351013,0,0,0,1,0,0,0
1678,-86.7587967,36.1338005,0,0,0,1,0,0,0
1679,-86.7559967,36.1310997,0,0,0,1,0,0,0
1680,-86.7550964,36.1301994,0,0,0,1,0,0,0
1681,-86.7546005,36.1295013,0,0,0,1,0,0,0
1682,-86.7527008,36.1260986,0,0,0,1,0,0,0
1683,-86.7496033,36.1197014,0,0,0,1,0,0,0
1684,-86.748497,36.1175003,0,0,0,1,0,0,0
1685,-86.7481003,36.1166,0,0,0,1,0,0,0
1686,-86.7471008,36.1146011,0,0,0,1,0,0,0
1687,-86.7453003,36.1110992,0,0,0,1,0,0,0
1688,-86.745903,36.1120987,0,0,0,1,0,0,0
1689,-86.7442017,36.1090012,0,0,0,1,0,0,0
1690,-86.7434998,36.1076012,0,0,0,1,0,0,0
1691,-86.7429962,36.1064987,0,0,0,1,0,0,0
1692,-86.7424011,36.1054001,0,0,0,1,0,0,0
1693,-86.7417984,36.1041985,0,0,0,1,0,0,0
1694,-86.7412033,36.1030998,0,0,0,1,0,0,0
1695,-86.7406006,36.101799,0,0,0,1,0,0,0
1696,-86.740097,36.1008987,0,0,0,1,0,0,0
1697,-86.7396011,36.0998993,0,0,0,1,0,0,0
1698,-86.7391968,36.0990982,0,0,0,1,0,0,0
1699,-86.7386017,36.0979004,0,0,0,1,0,0,0
1700,-86.7377014,36.0960999,0,0,0,1,0,0,0
1701,-86.7565002,36.2440987,0,0,0,1,0,0,0
1702,-86.7365036,36.0937996,0,0,0,1,0,0,0
1703,-86.7350998,36.0914993,0,0,0,1,0,0,0
1704,-86.7315979,36.0881004,0,0,0,1,0,0,0
1705,-86.7332993,36.0896988,0,0,0,1,0,0,0
1706,-86.729599,36.0862999,0,0,0,1,0,0,0
1707,-86.7282028,36.0848999,0,0,0,1,0,0,0
1708,-86.7274017,36.0830994,0,0,0,1,0,0,0
1709,-86.7264023,36.0797997,0,0,0,1,0,0,0
1710,-86.7266998,36.0808983,0,0,0,1,0,0,0
1711,-86.7148972,36.0812988,0,0,0,1,0,0,0
1712,-86.7057037,36.0836983,0,0,0,1,0,0,0
1713,-86.7039032,36.0834007,0,0,0,1,0,0,0
1714,-86.7020035,36.0821991,0,0,0,1,0,0,0
1715,-86.7813034,36.1673012,0,0,0,1,0,0,0
1716,-86.7845993,36.1724014,0,0,0,1,0,0,0
1717,-86.7835999,36.1707993,0,0,0,1,0,0,0
1718,-86.7565002,36.2439995,0,0,0,1,0,0,0
1719,-86.7856979,36.174099,0,0,0,1,0,0,0
1720,-86.7574005,36.2514992,0,0,0,1,0,0,0
1721,-86.7863998,36.1745987,0,0,0,1,0,0,0
1722,-86.7888031,36.1739006,0,0,0,1,0,0,0
1723,-86.7911987,36.1733017,0,0,0,1,0,0,0
1724,-86.8205032,36.1874008,0,0,0,1,0,0,0
1725,-86.8093033,36.1758995,0,0,0,1,0,0,0
1726,-86.7925034,36.1730003,0,0,0,1,0,0,0
1727,-86.7950974,36.1724014,0,0,0,1,0,0,0
1728,-86.7974014,36.1717987,0,0,0,1,0,0,0
1729,-86.7996979,36.1711998,0,0,0,1,0,0,0
1730,-86.8013992,36.1707993,0,0,0,1,0,0,0
1731,-86.8038025,36.1702003,0,0,0,1,0,0,0
1732,-86.8047028,36.1699982,0,0,0,1,0,0,0
1733,-86.8063965,36.1696014,0,0,0,1,0,0,0
1734,-86.810997,36.1688995,0,0,0,1,0,0,0
1735,-86.8118973,36.1688004,0,0,0,1,0,0,0
1736,-86.808197,36.1733017,0,0,0,1,0,0,0
1737,-86.8175964,36.1679993,0,0,0,1,0,0,0
1738,-86.8190002,36.1679001,0,0,0,1,0,0,0
1739,-86.8350983,36.1660004,0,0,0,1,0,0,0
1740,-86.8386002,36.1646004,0,0,0,1,0,0,0
1741,-86.8399963,36.1641998,0,0,0,1,0,0,0
1742,-86.8490982,36.1618996,0,0,0,1,0,0,0
1743,-86.7807007,36.1664009,0,0,0,1,0,0,0
1744,-86.8118973,36.1688004,0,0,0,1,0,0,0
1745,-86.8130035,36.1685982,0,0,0,1,0,0,0
1746,-86.8181,36.1679993,0,0,0,1,0,0,0
1747,-86.8167038,36.1680984,0,0,0,1,0,0,0
1748,-86.8130035,36.1685982,0,0,0,1,0,0,0
1749,-86.8094025,36.1691017,0,0,0,1,0,0,0
1750,-86.8067017,36.1694984,0,0,0,1,0,0,0
1751,-86.8052979,36.1697998,0,0,0,1,0,0,0
1752,-86.8046036,36.1699982,0,0,0,1,0,0,0
1753,-86.8037033,36.1702003,0,0,0,1,0,0,0
